host_time_s,device_timestamp,status,Fx,Fy,Fz,Mx,My,Mz,temperature_C
1765408217.6509893,13312,0,18.70527458190918,85.505615234375,-14.661916732788086,0.7249641418457031,-0.3142870366573334,0.001489013433456421,29.020099639892578
1765408217.6511483,18664,0,18.800058364868164,85.3968276977539,-14.616414070129395,0.7220780849456787,-0.3154670298099518,0.0009900033473968506,29.020099639892578
1765408217.6513517,24017,0,18.86285400390625,85.6020278930664,-14.617024421691895,0.7262721061706543,-0.31655406951904297,0.0009670257568359375,29.020099639892578
1765408217.6514928,29323,0,18.810434341430664,85.56371307373047,-14.639573097229004,0.7260370850563049,-0.3155560791492462,0.0016619861125946045,29.020099639892578
1765408217.6516337,34676,0,18.687484741210938,85.4529037475586,-14.59652328491211,0.7243621349334717,-0.3133660554885864,0.0008140206336975098,29.020099639892578
1765408217.6517868,40029,0,18.859119415283203,85.62673950195312,-14.574315071105957,0.7261121273040771,-0.31510305404663086,0.0004499852657318115,29.020099639892578
1765408217.6519296,45335,0,18.680103302001953,85.48841857910156,-14.619476318359375,0.7236970663070679,-0.3122260272502899,0.0014850199222564697,29.020099639892578
1765408217.652069,50688,0,18.821075439453125,85.61599731445312,-14.552351951599121,0.7270450592041016,-0.31567203998565674,0.0012940168380737305,29.020099639892578
1765408217.652273,55994,0,18.72766876220703,85.48530578613281,-14.574454307556152,0.7232680916786194,-0.31421104073524475,0.0019690096378326416,29.020099639892578
1765408217.6525257,61346,0,18.686336517333984,85.46019744873047,-14.705748558044434,0.7229840755462646,-0.3137240409851074,0.0020010173320770264,29.020099639892578
1765408217.6527264,66699,0,18.838146209716797,85.56288146972656,-14.573442459106445,0.7260361313819885,-0.3158990442752838,0.0004610121250152588,29.020099639892578
1765408217.6529093,72005,0,18.790424346923828,85.49397277832031,-14.661320686340332,0.7242031097412109,-0.3149780333042145,0.0016719996929168701,29.020099639892578
1765408217.7183182,77358,0,18.78738784790039,85.33799743652344,-14.615996360778809,0.7201661467552185,-0.3153330385684967,0.0008150041103363037,29.020099639892578
1765408217.71908,82711,0,18.710262298583984,85.51861572265625,-14.640629768371582,0.7248880863189697,-0.3132970631122589,0.0008110105991363525,29.020099639892578
1765408217.7194412,88017,0,18.758575439453125,85.43438720703125,-14.573534965515137,0.7227030992507935,-0.3146020472049713,0.000799030065536499,29.020099639892578
1765408217.7197726,93370,0,18.787708282470703,85.46347045898438,-14.551743507385254,0.7234461307525635,-0.3149440586566925,0.0011370182037353516,29.020099639892578
1765408217.7201009,98722,0,18.79806137084961,85.52847290039062,-14.660950660705566,0.7239770889282227,-0.31543904542922974,0.0009689927101135254,29.020099639892578
1765408217.7204328,104029,0,18.700300216674805,85.4539794921875,-14.53156852722168,0.724358081817627,-0.3128010332584381,0.001489013433456421,29.020099639892578
1765408217.7207563,109381,0,18.62377166748047,85.66175842285156,-14.70820140838623,0.7271140813827515,-0.3118830621242523,0.0011250078678131104,29.020099639892578
1765408217.72108,114688,0,18.698331832885742,85.46574401855469,-14.662614822387695,0.7238670587539673,-0.31314605474472046,0.0021830201148986816,29.020099639892578
1765408217.7214096,120040,0,18.65400505065918,85.481201171875,-14.66232681274414,0.7228050827980042,-0.31333404779434204,0.001632004976272583,29.020099639892578
1765408217.7217336,125393,0,18.816883087158203,85.48734283447266,-14.507841110229492,0.7233000993728638,-0.3153010606765747,0.0009480118751525879,29.020099639892578
1765408217.722058,130699,0,18.741369247436523,85.51592254638672,-14.596202850341797,0.7244521379470825,-0.3143780827522278,0.0011310279369354248,29.020099639892578
1765408217.7223878,136052,0,18.803939819335938,85.37069702148438,-14.703563690185547,0.7213671207427979,-0.31553101539611816,0.0010130107402801514,29.020099639892578
1765408217.722741,141405,0,18.796504974365234,85.5847396850586,-14.683231353759766,0.7254440784454346,-0.3154100477695465,0.0009710192680358887,29.020099639892578
1765408217.7877975,146711,0,18.780242919921875,85.45166015625,-14.596056938171387,0.7230881452560425,-0.31380704045295715,0.0008200407028198242,29.020099639892578
1765408217.7883775,152064,0,18.79595184326172,85.5323486328125,-14.617533683776855,0.724851131439209,-0.31539103388786316,0.001480013132095337,29.020099639892578
1765408217.7887163,157416,0,18.73057746887207,85.58263397216797,-14.619064331054688,0.7253981828689575,-0.3131960928440094,0.00028201937675476074,29.020099639892578
1765408217.7890508,162722,0,18.749292373657227,85.45934295654297,-14.726245880126953,0.7225771546363831,-0.315214067697525,0.00115203857421875,29.020099639892578
1765408217.7893836,168075,0,18.726299285888672,85.49371337890625,-14.640387535095215,0.7246071100234985,-0.3134910464286804,0.0009910166263580322,29.020099639892578
1765408217.7897184,173381,0,18.7536678314209,85.52503967285156,-14.683274269104004,0.723517119884491,-0.3149010241031647,0.0014709830284118652,29.020099639892578
1765408217.7900474,178734,0,18.683683395385742,85.32461547851562,-14.552157402038574,0.7206181287765503,-0.3129940330982208,0.000978022813796997,29.020099639892578
1765408217.7903812,184087,0,18.87982940673828,85.37181091308594,-14.636960983276367,0.7213921546936035,-0.3171490728855133,0.001341015100479126,29.020099639892578
1765408217.7907114,189393,0,18.60776710510254,85.5574722290039,-14.664929389953613,0.725499153137207,-0.31028205156326294,0.0009830296039581299,29.020099639892578
1765408217.791038,194746,0,18.770143508911133,85.42475128173828,-14.660776138305664,0.7228041291236877,-0.3150940537452698,0.0016739964485168457,29.020099639892578
1765408217.79137,200098,0,18.738941192626953,85.538330078125,-14.530031204223633,0.7247231006622314,-0.31505703926086426,7.900595664978027e-05,29.020099639892578
1765408217.7916982,205405,0,18.776840209960938,85.406494140625,-14.594561576843262,0.7219841480255127,-0.31553706526756287,0.000970005989074707,29.020099639892578
1765408217.7920213,210757,0,18.851444244384766,85.46334838867188,-14.572530746459961,0.7230410575866699,-0.31643202900886536,0.0013080239295959473,29.020099639892578
1765408217.8608146,216110,0,18.616586685180664,85.53244018554688,-14.553430557250977,0.7242231369018555,-0.31286805868148804,0.00023701786994934082,29.020099639892578
1765408217.8612244,221416,0,18.574970245361328,85.45442962646484,-14.641321182250977,0.7229110598564148,-0.3116680681705475,0.0007860064506530762,29.020099639892578
1765408217.861587,226769,0,18.68267059326172,85.46258544921875,-14.661750793457031,0.723854124546051,-0.3136800229549408,0.00047200918197631836,29.020099639892578
1765408217.8620439,232075,0,18.61384391784668,85.33383178710938,-14.531360626220703,0.7205021381378174,-0.3117850422859192,0.0014690160751342773,29.020099639892578
1765408217.8625069,237428,0,18.757007598876953,85.51996612548828,-14.617427825927734,0.7253460884094238,-0.3152690827846527,0.0008020401000976562,29.020099639892578
1765408217.862957,242781,0,18.830419540405273,85.53157806396484,-14.703872680664062,0.7244431972503662,-0.31654006242752075,0.0008120238780975342,29.020099639892578
1765408217.8634143,248087,0,18.684267044067383,85.4588623046875,-14.640220642089844,0.7229690551757812,-0.31369104981422424,0.001985013484954834,29.020099639892578
1765408217.8638678,253440,0,18.6716251373291,85.55824279785156,-14.663567543029785,0.7255300879478455,-0.31246304512023926,0.0016560256481170654,29.020099639892578
1765408217.8643272,258792,0,18.796955108642578,85.48003387451172,-14.639365196228027,0.7238361239433289,-0.3147130608558655,0.0009930431842803955,29.020099639892578
1765408217.8647766,264098,0,18.807594299316406,85.59795379638672,-14.79197883605957,0.7253950834274292,-0.3159210681915283,0.00030800700187683105,29.020099639892578
1765408217.865232,269451,0,18.76611328125,85.42587280273438,-14.596272468566895,0.7227920889854431,-0.3136260509490967,0.0016750097274780273,29.020099639892578
1765408217.8656826,274804,0,18.70913314819336,85.5700454711914,-14.640946388244629,0.7254671454429626,-0.3132820725440979,0.0007960200309753418,29.020099639892578
1765408217.8661387,280110,0,18.652931213378906,85.45687866210938,-14.640244483947754,0.7229511141777039,-0.31331902742385864,0.0011300146579742432,29.020099639892578
1765408217.8665905,285463,0,18.70706558227539,85.56871032714844,-14.575419425964355,0.725452184677124,-0.31324905157089233,0.0007800161838531494,29.020099639892578
1765408217.930402,290769,0,18.783538818359375,85.5023193359375,-14.66102123260498,0.7236801385879517,-0.31525903940200806,0.001314014196395874,29.020099639892578
1765408217.931024,296122,0,18.818912506103516,85.49388122558594,-14.595479011535645,0.7242040634155273,-0.3153190612792969,0.0014910101890563965,29.020099639892578
1765408217.931549,301474,0,18.75723648071289,85.56587219238281,-14.640509605407715,0.724168062210083,-0.3138790428638458,0.001296013593673706,29.020099639892578
1765408217.9320025,306781,0,18.882526397705078,85.49287414550781,-14.63841724395752,0.7233631610870361,-0.31611403822898865,0.0011599957942962646,29.020099639892578
1765408217.9324675,312133,0,18.68557357788086,85.6882095336914,-14.729513168334961,0.7269991040229797,-0.3126470446586609,0.0007869899272918701,29.020099639892578
1765408217.93292,317486,0,18.690412521362305,85.4445571899414,-14.618120193481445,0.7226011157035828,-0.31342706084251404,0.0007960200309753418,29.020099639892578
1765408217.933378,322792,0,18.73712921142578,85.42179870605469,-14.595416069030762,0.7227721214294434,-0.3146880269050598,0.00131303071975708,29.020099639892578
1765408217.9338279,328145,0,18.791967391967773,85.46702575683594,-14.660650253295898,0.7239121198654175,-0.31570306420326233,0.0016710162162780762,29.020099639892578
1765408217.934326,333498,0,18.749839782714844,85.47541809082031,-14.573721885681152,0.7237951159477234,-0.3148370385169983,0.000961005687713623,29.020099639892578
1765408217.9348218,338804,0,18.631980895996094,85.59245300292969,-14.641813278198242,0.7257161140441895,-0.3123400807380676,0.0009460151195526123,29.020099639892578
1765408217.9353232,344157,0,18.768985748291016,85.33798217773438,-14.52891731262207,0.7205801010131836,-0.31508904695510864,0.0011370182037353516,29.020099639892578
1765408217.936204,349463,0,18.816844940185547,85.4925537109375,-14.529953956604004,0.7241891026496887,-0.3152860701084137,0.001475006341934204,29.020099639892578
1765408217.9379296,354816,0,18.825157165527344,85.58033752441406,-14.573132514953613,0.7249920964241028,-0.316459059715271,0.000764995813369751,29.020099639892578
1765408218.0049684,360168,0,18.749422073364258,85.50726318359375,-14.68388843536377,0.7245520949363708,-0.3134390413761139,-1.6987323760986328e-05,29.020099639892578
